id_cliente,nome,sexo,data_nasc,cidade,uf,data_cadastro
8610,Aline Costa,F,1976-09-22,Teresina,DF,2019-11-18
8611,Thiago Oliveira,F,1968-03-09,Curitiba,RJ,2025-02-20
8612,Pedro Souza,M,1967-12-16,Florianópolis,BA,2025-03-18
8613,Ana Souza,F,1955-03-06,São Luís,TO,2020-06-23
8614,Caio Ribeiro,F,1981-09-24,Curitiba,PR,2021-12-06
8615,Aline Teixeira,M,1970-04-29,Recife,GO,2019-04-02
8616,Akira Costa,ND,1966-10-19,Palmas,MA,2019-08-17
8617,Bruno Silva,M,1972-02-09,Belém,PR,2024-11-26
8618,Beatriz Teixeira,M,2003-11-09,Boa Vista,RR,2020-10-21
8619,Carla Costa,F,1960-07-04,Teresina,RO,2024-06-23
8620,Luiz Souza,ND,1975-12-07,Recife,DF,2020-10-24
8621,Paula Martins,F,1965-06-16,Manaus,RO,2023-08-10
8622,Luiza Dias,F,2001-08-08,Campo Grande,CE,2024-06-22
8623,Patrícia Araujo,F,1960-01-10,João Pessoa,MA,2024-02-04
8624,Lucas Dias,F,1974-05-03,Belo Horizonte,MT,2022-01-31
8625,Bruno Rocha,M,1955-01-09,Belém,RO,2019-06-12
8626,Paula Santos,F,1977-01-25,Cuiabá,PE,2019-08-13
8627,Akira Barbosa,M,1965-12-11,Brasília,AP,2023-09-29
8628,Juliana Ferreira,F,1961-03-06,Macapá,AM,2021-03-21
8629,Ana Ferreira,ND,1968-01-23,Brasília,GO,2025-02-11
8630,Luiz Barbosa,ND,1995-06-01,Salvador,PA,2025-02-05
8631,Aline Ferreira,ND,1981-12-24,Natal,BA,2020-10-01
8632,Renan Gomes,F,1969-11-28,Florianópolis,AL,2020-11-09
8633,Luiza Ferreira,ND,1975-01-06,Natal,BA,2019-12-05
8634,Roberto Cardoso,F,1970-11-04,Florianópolis,AP,2021-06-09
8635,João Teixeira,M,1989-07-09,Manaus,PR,2019-04-23
8636,Thiago Dias,ND,1981-02-17,Macapá,RJ,2020-01-28
8637,Carla Ribeiro,M,1970-05-30,Brasília,GO,2020-10-19
8638,Luiza Dias,M,1977-07-29,Cuiabá,ES,2023-12-19
8639,Camila Silva,ND,2005-11-23,Teresina,PE,2021-07-17
8640,Sofia Carvalho,M,1980-01-30,Florianópolis,MS,2021-02-13
8641,Roberto Lima,F,1965-02-17,Salvador,ES,2022-11-01
8642,Luca Costa,M,2001-11-09,Natal,PA,2025-07-13
8643,Maria Teixeira,M,1956-12-09,Recife,DF,2019-05-13
8644,Luiz Gomes,F,2005-05-13,Vitória,AM,2025-05-25
8645,Maria Santos,ND,1971-08-12,Manaus,ES,2020-06-12
8646,André Ferreira,ND,1972-02-22,São Paulo,SP,2024-05-28
8647,Bruno Rocha,F,1961-04-14,Campo Grande,PB,2022-05-28
8648,Rafael Ribeiro,F,1995-12-11,Belém,GO,2022-12-04
8649,Luiza Teixeira,M,1979-02-14,Recife,PB,2023-02-11
8650,Beatriz Araujo,F,1958-09-16,Porto Velho,PB,2023-04-10
8651,Luiz Rodrigues,ND,1967-07-04,Boa Vista,PA,2019-01-03
8652,Aline Ferreira,F,1966-09-05,Boa Vista,RR,2023-02-20
8653,Patrícia Gomes,ND,1964-04-08,Macapá,RS,2019-09-12
8654,Sofia Carvalho,F,1991-10-29,Porto Velho,SC,2022-05-27
8655,Renan Rodrigues,F,1991-08-14,Campo Grande,PA,2024-09-09
8656,Bruno Dias,F,1959-06-06,Brasília,AP,2025-05-17
8657,Pedro Ribeiro,F,1958-03-06,Salvador,PE,2023-10-04
8658,Gabriel Gomes,M,1980-12-06,Brasília,MA,2021-03-24
8659,Felipe Rodrigues,M,1993-08-04,Fortaleza,DF,2021-07-10
8660,Akira Pereira,ND,1961-01-09,Recife,GO,2022-05-07
8661,Mariana Santos,ND,1973-08-21,Belo Horizonte,AM,2022-11-15
8662,Akira Gomes,M,1965-09-29,Maceió,RJ,2019-09-24
8663,João Pereira,ND,1977-03-14,São Paulo,RO,2023-02-04
8664,André Oliveira,ND,1971-09-19,Vitória,SC,2020-10-31
8665,Aline Araujo,F,1994-11-08,Belém,GO,2025-02-26
8666,Lucas Santos,F,1994-04-28,Porto Velho,RO,2023-04-11
8667,Marina Ribeiro,M,2000-06-02,Porto Velho,MS,2021-08-11
8668,Monique Lima,ND,1957-09-07,Natal,PA,2019-11-21
8669,Aline Santos,ND,1961-03-17,Rio de Janeiro,AP,2020-03-23
8670,Akira Ribeiro,F,2001-12-25,São Paulo,MA,2023-03-04
8671,Pedro Teixeira,ND,1981-09-03,Porto Alegre,PR,2020-04-05
8672,Aline Cardoso,F,1982-07-30,Teresina,TO,2019-03-22
8673,Bruno Gomes,F,1961-03-29,Boa Vista,RJ,2019-09-10
8674,Lucas Ferreira,ND,1972-04-03,Belo Horizonte,TO,2022-04-16
8675,Daniel Dias,M,1957-10-05,Teresina,GO,2021-05-01
8676,Bruno Pereira,F,1960-01-29,Belo Horizonte,CE,2020-06-16
8677,Renan Santos,F,1958-08-07,Fortaleza,RR,2021-04-27
8678,Renan Silva,F,1988-03-27,Salvador,SP,2019-12-28
8679,Maria Cardoso,ND,1995-11-19,Brasília,PB,2019-06-09
8680,Pedro Pereira,M,1993-08-20,Vitória,PA,2020-04-19
8681,Carla Souza,F,2001-11-12,Vitória,PE,2019-10-22
8682,João Araujo,M,2005-11-07,Porto Alegre,ES,2021-12-24
8683,Aline Rodrigues,F,1997-07-15,Boa Vista,RJ,2020-10-01
8684,Renan Martins,M,2003-06-08,Porto Alegre,MT,2020-03-04
8685,Beatriz Martins,M,1965-07-16,Palmas,MG,2023-11-15
8686,Luiza Barbosa,M,1977-12-21,São Luís,BA,2023-02-23
8687,Paula Almeida,F,1965-01-13,Cuiabá,RJ,2020-03-06
8688,Caio Pereira,F,1955-12-08,Fortaleza,RO,2024-08-05
8689,Luiza Martins,F,1974-04-30,Palmas,RS,2019-05-28
8690,Juliana Almeida,F,1961-09-03,Curitiba,SC,2019-01-29
8691,Lucas Rodrigues,F,1957-11-09,Porto Velho,PB,2022-06-08
8692,João Ferreira,F,1956-10-17,Natal,PB,2023-11-25
8693,Aline Santos,ND,1993-06-11,Teresina,RR,2020-06-09
8694,João Costa,M,1991-07-24,Porto Alegre,RJ,2019-03-03
8695,Daniel Dias,ND,1976-04-24,Teresina,MG,2020-02-07
8696,Beatriz Gomes,M,1957-04-23,Maceió,AL,2024-08-30
8697,Fabrício Ferreira,ND,1995-07-10,Porto Alegre,TO,2020-07-09
8698,Camila Ferreira,ND,2001-09-21,Goiânia,PA,2019-11-11
8699,João Dias,F,1968-06-16,Fortaleza,ES,2021-02-24
8700,Marina Martins,M,1968-05-02,Campo Grande,MT,2021-12-03
8701,Caio Ferreira,F,1976-10-14,Palmas,PB,2023-11-11
8702,Caio Teixeira,F,1994-03-27,João Pessoa,CE,2019-09-14
8703,Sofia Oliveira,M,1984-12-27,São Luís,MG,2020-12-01
8704,Luiz Rodrigues,ND,1997-01-06,Fortaleza,PR,2021-02-13
8705,Bruno Pereira,F,1997-03-26,Maceió,AM,2024-10-17
8706,André Araujo,F,1996-02-28,Belo Horizonte,RN,2019-02-17
8707,Juliana Silva,ND,1967-02-02,Rio de Janeiro,CE,2024-08-23
8708,Paula Costa,ND,1987-03-01,Palmas,MG,2021-06-15
8709,Roberto Souza,F,1995-10-07,Florianópolis,PI,2019-08-13
8710,Luca Ferreira,ND,1977-05-02,Cuiabá,MS,2019-12-10
8711,Gabriel Araujo,ND,1969-09-17,Belo Horizonte,SP,2024-01-02
8712,Gabriel Rodrigues,ND,1984-03-11,Porto Alegre,AP,2020-07-29
8713,Pedro Araujo,M,2005-06-10,Teresina,MS,2023-09-30
8714,Thiago Souza,M,1956-10-14,Fortaleza,PB,2019-01-07
8715,Camila Costa,ND,1957-06-02,Teresina,AP,2021-01-09
8716,Camila Barbosa,F,1998-05-15,São Luís,BA,2023-08-15
8717,Bruno Cardoso,F,1975-07-03,Salvador,BA,2025-07-16
8718,Paula Carvalho,M,1990-02-02,Palmas,MT,2023-07-15
8719,Caio Barbosa,F,1955-10-09,Brasília,TO,2022-12-21
8720,Bruno Cardoso,ND,1957-05-18,Rio de Janeiro,RO,2022-10-23
8721,Gabriel Santos,ND,1959-10-14,Salvador,PB,2019-06-26
8722,Ana Teixeira,M,1987-05-12,Palmas,RJ,2024-08-30
8723,Gabriel Santos,F,1988-04-06,Goiânia,MS,2022-06-30
8724,Patrícia Oliveira,ND,1980-10-30,Belo Horizonte,MA,2020-06-03
8725,Carla Almeida,F,1960-11-27,Rio de Janeiro,MT,2023-03-03
8726,Bruno Ferreira,ND,1958-10-18,Cuiabá,PA,2020-01-13
8727,Luiz Souza,ND,2000-04-13,Macapá,RS,2022-06-25
8728,Paula Rocha,M,1992-01-22,Natal,AM,2021-12-15
8729,Paula Silva,M,1967-01-06,Belém,MG,2023-12-18
8730,Carla Dias,ND,1963-05-25,São Luís,RS,2024-05-12
8731,Ana Lima,F,1988-04-25,Palmas,SP,2019-06-16
8732,Carla Almeida,F,1985-05-31,Salvador,RO,2020-03-06
8733,João Lima,F,1966-11-13,Maceió,SC,2022-08-12
8734,Monique Rocha,M,2005-02-22,Rio de Janeiro,MT,2021-03-21
8735,Beatriz Dias,M,1974-02-06,Manaus,MS,2022-04-07
8736,Luca Pereira,F,1987-04-21,Manaus,MT,2023-02-13
8737,Mariana Almeida,F,1961-09-23,Recife,DF,2021-11-25
8738,Camila Barbosa,F,1973-02-12,Curitiba,AL,2024-07-26
8739,Bruno Cardoso,M,1970-04-28,Belém,RJ,2025-02-13
8740,Monique Silva,M,1999-03-11,Belo Horizonte,PB,2019-01-09
8741,Fabrício Silva,M,1967-11-09,Natal,SP,2020-09-15
8742,Mariana Costa,F,1963-09-09,Cuiabá,MA,2019-02-09
8743,Paula Teixeira,M,1996-08-18,Manaus,ES,2024-10-31
8744,Luca Carvalho,M,1990-12-08,Belo Horizonte,MT,2025-04-23
8745,Bruno Barbosa,F,1978-05-23,Fortaleza,GO,2019-07-16
8746,Carla Costa,ND,1980-12-02,Boa Vista,AP,2023-06-21
8747,Felipe Oliveira,F,1967-09-05,Palmas,PR,2020-11-22
8748,Lucas Lima,M,1993-09-18,São Paulo,RS,2022-10-26
8749,Carla Santos,M,1989-03-26,Macapá,SP,2021-01-07
8750,Rafael Ribeiro,F,1986-11-29,Brasília,AP,2025-07-23
8751,Akira Oliveira,ND,2002-08-02,Brasília,PI,2023-04-19
8752,Luca Cardoso,F,1977-06-11,Teresina,AL,2021-06-08
8753,Mariana Almeida,ND,1995-05-09,Vitória,CE,2021-02-18
8754,Sofia Teixeira,M,2002-10-01,Florianópolis,RJ,2021-08-13
8755,Luca Ribeiro,ND,1994-07-22,Belo Horizonte,MS,2022-05-29
8756,Marina Gomes,M,1975-02-24,Boa Vista,RR,2023-12-13
8757,Sofia Costa,F,1958-04-27,Rio de Janeiro,AL,2024-09-28
8758,João Lima,F,1974-12-25,Macapá,MA,2024-03-31
8759,Paula Ribeiro,F,1990-03-14,Salvador,MA,2020-03-04
8760,Rafael Almeida,ND,1977-11-14,Palmas,SC,2025-06-02
8761,Bruno Silva,M,1980-08-12,Florianópolis,PI,2024-06-18
8762,Luca Martins,M,1973-03-07,Cuiabá,GO,2019-11-18
8763,João Oliveira,M,1964-12-28,Campo Grande,MA,2024-07-07
8764,Pedro Silva,ND,1991-09-07,Belo Horizonte,RJ,2019-03-22
8765,Pedro Pereira,F,2000-05-13,Belém,AL,2024-08-18
8766,Camila Ferreira,ND,1982-11-07,Macapá,PR,2023-02-22
8767,Mariana Pereira,F,2004-07-21,São Luís,PR,2025-06-19
8768,Roberto Rocha,F,1977-06-23,Porto Velho,TO,2019-06-20
8769,Caio Ribeiro,ND,1981-06-05,Brasília,RO,2019-03-14
8770,Felipe Costa,ND,2004-05-22,Salvador,MT,2024-11-28
8771,Sofia Almeida,ND,1977-10-07,Cuiabá,MT,2019-04-03
8772,Rafael Souza,F,1981-05-24,Natal,AL,2023-05-22
8773,Monique Rodrigues,ND,1991-04-14,Recife,DF,2021-01-20
8774,Camila Rocha,ND,1975-01-01,Vitória,MG,2021-04-04
8775,Bruno Barbosa,M,1996-10-31,Porto Alegre,AL,2019-06-23
8776,Patrícia Ribeiro,ND,2002-04-08,Manaus,TO,2024-10-16
8777,Ana Silva,M,1987-03-14,Natal,RJ,2021-07-14
8778,Daniel Costa,F,1983-08-06,Florianópolis,MG,2024-12-01
8779,Akira Teixeira,ND,1977-07-24,Fortaleza,ES,2019-12-23
8780,Rafael Almeida,M,1999-07-07,Natal,PB,2020-03-18
8781,Marina Barbosa,ND,1982-08-05,Vitória,PR,2019-04-07
8782,Lucas Ribeiro,M,2002-03-22,Rio de Janeiro,PR,2021-03-30
8783,Paula Carvalho,ND,1960-05-05,Palmas,RO,2019-08-16
8784,Lucas Cardoso,F,1995-02-15,Brasília,PA,2022-09-30
8785,Bruno Santos,F,1972-01-21,Brasília,AP,2024-06-06
8786,Patrícia Araujo,ND,1960-05-08,Recife,RO,2023-05-27
8787,Mariana Lima,M,1974-06-29,Belo Horizonte,MT,2022-01-07
8788,Luiza Gomes,F,1980-03-12,Vitória,MG,2020-01-17
8789,Gabriel Pereira,ND,1975-02-01,Maceió,PR,2022-07-18
8790,Ana Pereira,ND,1960-10-10,Fortaleza,RO,2024-09-13
8791,Sofia Ferreira,ND,1978-09-21,Recife,RO,2023-09-03
8792,Marina Rocha,F,1961-09-29,Natal,PA,2020-10-25
8793,Felipe Lima,ND,1987-06-13,Manaus,AP,2024-04-25
8794,Roberto Santos,F,1961-02-16,Cuiabá,CE,2019-05-01
8795,Renan Barbosa,ND,1977-11-14,Belo Horizonte,MA,2023-03-28
8796,Marina Silva,ND,1960-05-26,Macapá,RJ,2020-09-27
8797,João Pereira,ND,2000-10-27,Boa Vista,BA,2022-09-13
8798,Daniel Teixeira,ND,1993-04-10,Belém,PR,2024-11-01
8799,André Rocha,F,1997-11-05,Cuiabá,AM,2022-09-07
8800,Carla Silva,M,1975-02-18,Manaus,GO,2020-05-12
8801,Marina Carvalho,M,1972-05-03,Fortaleza,PA,2019-01-27
8802,Thiago Rodrigues,ND,1969-08-28,Vitória,MS,2023-11-03
8803,Beatriz Martins,M,1974-12-26,Cuiabá,RR,2024-05-14
8804,Maria Araujo,M,1995-10-03,São Luís,ES,2021-10-28
8805,João Gomes,M,1976-01-10,Goiânia,MA,2025-07-20
8806,Caio Cardoso,ND,1977-02-21,Belém,AL,2023-01-19
8807,Paula Carvalho,F,1976-04-01,Boa Vista,MT,2022-05-07
8808,Caio Ferreira,M,1959-05-28,Fortaleza,PI,2023-11-30
8809,Monique Martins,F,1978-04-28,Cuiabá,AM,2023-01-06
8810,Rafael Almeida,ND,1956-01-02,João Pessoa,MG,2024-04-02
8811,Pedro Teixeira,M,1995-01-14,Fortaleza,RJ,2021-09-10
8812,Rafael Rocha,F,1968-03-01,Belém,RN,2019-09-15
8813,Mariana Carvalho,ND,2001-06-12,Fortaleza,PE,2021-12-27
8814,André Silva,M,1996-10-26,Recife,TO,2025-02-27
8815,João Ribeiro,F,1970-11-09,Rio de Janeiro,CE,2020-09-30
8816,Paula Gomes,ND,1955-08-31,Palmas,GO,2023-10-04
8817,Rafael Cardoso,F,2005-01-21,Maceió,RO,2019-07-11
8818,Luca Lima,F,1972-11-19,Boa Vista,CE,2020-12-14
8819,Juliana Ferreira,F,1994-05-27,Porto Alegre,PA,2020-04-01
8820,Maria Lima,ND,1995-12-02,Manaus,BA,2025-01-08
8821,Renan Martins,F,1965-12-31,Florianópolis,MT,2019-09-24
8822,Aline Barbosa,M,1988-12-02,Belo Horizonte,AM,2021-08-18
8823,Aline Cardoso,ND,1999-06-07,Belo Horizonte,BA,2022-04-10
8824,Bruno Almeida,M,1965-07-12,Campo Grande,MT,2023-08-29
8825,Mariana Souza,F,1970-03-20,Macapá,GO,2023-06-15
8826,Paula Rocha,ND,1993-09-20,Cuiabá,AM,2020-12-06
8827,Daniel Oliveira,ND,1967-06-09,Goiânia,SC,2024-03-17
8828,Luiz Ferreira,M,1978-02-11,Cuiabá,AM,2025-03-11
8829,Ana Lima,M,1995-11-24,Cuiabá,RS,2023-12-21
8830,Renan Gomes,ND,1987-03-27,Maceió,PA,2020-07-31
8831,João Lima,ND,1988-03-31,Florianópolis,TO,2021-02-26
8832,Beatriz Martins,M,2000-02-08,São Paulo,RJ,2021-02-13
8833,Marina Oliveira,M,1994-08-10,Fortaleza,PE,2022-10-29
8834,Carla Rodrigues,F,1997-11-29,Porto Alegre,MA,2019-09-26
8835,Maria Martins,ND,1971-08-29,Belo Horizonte,SC,2025-04-01
8836,Fabrício Dias,F,1962-07-23,Belo Horizonte,PA,2019-01-08
8837,Lucas Silva,F,1995-12-06,Porto Velho,AM,2023-10-17
8838,Camila Teixeira,M,1965-06-29,Porto Alegre,BA,2023-05-22
8839,Sofia Ribeiro,F,1976-11-14,Salvador,PB,2021-03-02
8840,Pedro Ribeiro,M,1986-04-16,São Paulo,DF,2021-07-02
8841,Beatriz Carvalho,M,1976-10-22,Macapá,TO,2020-12-17
8842,Gabriel Oliveira,M,1963-12-29,Brasília,SC,2022-05-13
8843,Felipe Araujo,F,1984-05-19,Maceió,MA,2019-10-10
8844,Marina Dias,ND,1987-02-18,São Luís,PI,2024-01-14
8845,Juliana Santos,M,1963-07-20,Manaus,TO,2019-01-08
8846,Maria Pereira,ND,1966-04-20,João Pessoa,ES,2021-03-14
8847,Luiza Santos,M,1978-11-04,Brasília,BA,2022-06-09
8848,Maria Araujo,M,1990-07-13,Maceió,AM,2024-09-21
8849,Rafael Costa,F,1999-11-28,Recife,MS,2023-09-14
8850,Caio Ribeiro,ND,1982-12-25,Goiânia,AP,2025-07-01
8851,Rafael Souza,M,1991-03-24,São Luís,BA,2020-06-25
8852,Patrícia Pereira,F,1972-04-21,Curitiba,PI,2019-04-22
8853,Pedro Silva,F,1967-08-13,Goiânia,PI,2020-08-24
8854,Paula Teixeira,M,1961-11-07,Maceió,MG,2020-12-17
8855,Carla Lima,F,1974-01-23,São Luís,RO,2022-10-29
8856,Monique Pereira,ND,1998-05-12,Florianópolis,PB,2019-09-02
8857,Luiz Dias,ND,1973-07-29,Manaus,RN,2020-07-04
8858,Mariana Souza,M,1967-06-02,Salvador,SP,2024-09-26
8859,Akira Dias,ND,2000-05-01,Teresina,BA,2019-06-17
8860,Fabrício Carvalho,M,1987-12-22,Vitória,AL,2022-05-05
8861,Juliana Pereira,M,1993-12-27,São Luís,PB,2019-09-07
8862,Aline Araujo,ND,1958-02-02,Rio de Janeiro,PE,2022-06-25
8863,Aline Silva,M,1984-04-24,Palmas,RR,2022-01-11
8864,Mariana Pereira,ND,1956-07-09,Palmas,MG,2021-04-01
8865,Fabrício Gomes,M,1976-07-21,São Paulo,MS,2023-01-05
8866,Juliana Gomes,M,1971-09-01,Macapá,RS,2020-03-17
8867,Fabrício Carvalho,F,1984-10-26,Porto Velho,AL,2020-06-16
8868,Luiz Oliveira,ND,1997-07-10,Macapá,AL,2020-03-17
8869,Paula Araujo,ND,1959-03-27,Belo Horizonte,AL,2021-08-20
8870,Pedro Ribeiro,M,1998-12-20,Campo Grande,RO,2022-07-22
8871,Beatriz Dias,M,1956-08-15,Teresina,ES,2022-05-24
8872,Luca Almeida,F,1957-04-01,São Paulo,PI,2019-11-02
8873,Ana Cardoso,M,1964-08-20,Belo Horizonte,MA,2022-10-25
8874,Sofia Almeida,ND,1992-05-09,Maceió,SP,2023-04-26
8875,Marina Almeida,ND,1981-11-10,Porto Velho,ES,2021-03-12
8876,Caio Gomes,ND,1999-03-22,Curitiba,BA,2019-08-29
8877,Bruno Dias,F,1957-12-29,Vitória,RS,2021-03-15
8878,João Almeida,ND,1957-08-07,Recife,ES,2021-01-03
8879,Patrícia Carvalho,F,1970-07-02,Boa Vista,GO,2025-04-15
8880,Luca Rocha,ND,2003-05-27,Goiânia,SP,2024-07-22
8881,Monique Gomes,F,1979-10-14,Palmas,PB,2022-09-15
8882,João Carvalho,M,1991-04-17,Macapá,PI,2021-05-11
8883,Luiza Ribeiro,M,1984-11-15,Porto Velho,MA,2024-01-20
8884,Thiago Ribeiro,M,1962-03-24,Teresina,RO,2021-04-19
8885,Maria Almeida,ND,1963-10-22,São Paulo,RO,2021-08-18
8886,Rafael Dias,M,1990-07-26,Cuiabá,MA,2024-07-31
8887,Lucas Silva,ND,1987-04-28,Belo Horizonte,PR,2024-09-09
8888,Daniel Martins,ND,2000-03-29,Natal,MT,2019-06-25
8889,Carla Almeida,ND,1978-05-13,Teresina,PR,2019-02-27
8890,Monique Cardoso,ND,2002-08-24,Curitiba,PI,2022-08-30
8891,Thiago Rocha,ND,1984-02-09,Natal,AM,2021-03-29
8892,Paula Rocha,M,1972-03-14,São Paulo,AM,2021-05-27
8893,Lucas Barbosa,M,1962-05-28,Rio de Janeiro,PR,2023-02-17
8894,Beatriz Rocha,ND,1991-09-27,Porto Velho,PI,2022-06-06
8895,Rafael Carvalho,M,1960-07-09,Fortaleza,PA,2024-11-01
8896,Lucas Rocha,M,1971-12-11,São Paulo,CE,2022-11-30
8897,Felipe Souza,F,1956-04-12,Rio de Janeiro,DF,2019-10-22
8898,Luca Souza,M,1989-08-27,Manaus,MG,2019-05-18
8899,Bruno Santos,F,2001-03-05,Goiânia,ES,2020-03-23
8900,Aline Rodrigues,ND,1972-04-02,Fortaleza,RR,2024-09-04
8901,Daniel Souza,M,1980-07-07,Brasília,RR,2020-11-08
8902,João Martins,M,1989-07-22,Brasília,PR,2023-01-19
8903,Ana Oliveira,F,1979-02-16,Curitiba,RS,2025-04-29
8904,Luca Lima,M,1960-08-15,Maceió,RJ,2021-02-20
8905,Camila Rodrigues,M,1984-11-26,Teresina,PR,2021-11-13
8906,Fabrício Barbosa,F,1964-10-31,Porto Alegre,RS,2022-06-15
8907,Rafael Costa,M,1977-06-22,Palmas,MA,2019-06-04
8908,Paula Araujo,ND,1985-10-02,Curitiba,MA,2023-08-12
8909,Gabriel Oliveira,M,1966-01-28,Campo Grande,MT,2025-04-27
8910,Marina Cardoso,M,1960-05-31,Belo Horizonte,SP,2019-09-21
8911,Luiza Almeida,M,1957-01-21,Campo Grande,RS,2024-02-06
8912,Luiz Araujo,F,1988-01-28,Cuiabá,RO,2024-03-18
8913,Sofia Costa,M,1974-11-11,Macapá,PB,2021-02-26
8914,Pedro Cardoso,F,1963-12-03,Recife,GO,2022-06-12
8915,Marina Araujo,M,1970-09-20,São Paulo,RN,2024-06-16
8916,Carla Teixeira,ND,1960-01-02,Salvador,DF,2024-09-29
8917,Camila Dias,ND,1956-03-22,Macapá,DF,2023-02-13
8918,Bruno Teixeira,ND,1979-04-03,Natal,SC,2019-10-09
8919,Ana Rocha,M,1990-08-22,Brasília,PR,2023-12-31
8920,Juliana Ferreira,M,1957-05-11,Natal,TO,2024-07-01
8921,Luiza Lima,F,1965-12-21,Vitória,RJ,2025-07-15
8922,Renan Carvalho,ND,1996-04-26,Natal,PI,2019-12-11
8923,Maria Martins,F,1963-03-04,Goiânia,PB,2023-01-03
8924,Felipe Carvalho,M,1993-01-20,Recife,CE,2022-07-24
8925,Akira Rodrigues,M,1998-05-31,Curitiba,BA,2025-03-09
8926,Marina Rodrigues,F,2002-01-20,Porto Velho,AM,2020-12-03
8927,Luiz Rocha,M,1969-07-17,Curitiba,SP,2019-11-08
8928,Caio Lima,M,1989-06-12,São Luís,DF,2020-03-11
8929,Caio Costa,ND,1978-07-27,Rio de Janeiro,PR,2022-07-03
8930,Caio Martins,F,2001-04-07,Porto Alegre,MA,2021-09-27
8931,Fabrício Ribeiro,F,1989-01-25,Macapá,PR,2023-03-08
8932,André Santos,M,1960-06-04,Fortaleza,PR,2019-09-25
8933,André Silva,M,1965-05-14,Salvador,RS,2019-09-27
8934,Marina Pereira,F,1982-07-31,Belo Horizonte,SC,2022-03-01
8935,André Lima,ND,1997-11-23,Boa Vista,RN,2019-04-24
8936,Beatriz Carvalho,F,1967-05-23,Curitiba,AP,2024-05-13
8937,Beatriz Barbosa,M,1966-05-20,Rio de Janeiro,MS,2022-06-06
8938,Luiz Lima,F,1997-06-09,Teresina,AL,2024-10-23
8939,Daniel Lima,ND,1971-06-29,Cuiabá,ES,2023-11-22
8940,Caio Ribeiro,M,1960-09-16,Vitória,BA,2019-03-05
8941,Mariana Lima,ND,1993-12-23,Maceió,GO,2023-04-07
8942,Lucas Ferreira,ND,1995-02-14,Cuiabá,TO,2021-02-17
8943,Roberto Dias,F,2000-05-25,Rio de Janeiro,SP,2023-12-20
8944,Fabrício Souza,ND,1980-05-11,Brasília,AM,2019-07-15
8945,Camila Carvalho,ND,1971-07-05,Rio de Janeiro,PR,2020-01-25
8946,Renan Rodrigues,F,1955-09-27,Goiânia,AP,2020-08-06
8947,Akira Carvalho,ND,1975-01-16,Porto Velho,PE,2020-07-20
8948,Roberto Rocha,M,1982-04-28,Salvador,PE,2020-04-02
8949,Ana Oliveira,F,1991-06-08,Maceió,AP,2024-04-15
8950,Marina Ribeiro,F,1998-08-26,Manaus,RJ,2020-04-13
8951,Fabrício Teixeira,ND,1984-08-25,Porto Alegre,MG,2020-04-27
8952,Maria Barbosa,ND,1995-09-13,Recife,PR,2025-07-15
8953,Monique Almeida,F,1965-07-15,Porto Velho,DF,2023-02-20
8954,Daniel Cardoso,F,1955-12-09,Cuiabá,SC,2022-05-19
8955,Akira Almeida,F,1970-12-12,Goiânia,AP,2022-10-20
8956,Patrícia Cardoso,ND,1980-08-15,Cuiabá,TO,2025-07-06
8957,Mariana Almeida,F,1961-03-17,Belém,CE,2025-03-08
8958,Juliana Carvalho,M,2001-07-29,São Paulo,RR,2023-01-02
8959,Caio Lima,ND,1960-11-15,Manaus,MG,2024-12-05
8960,Carla Ribeiro,F,1959-05-28,Curitiba,RJ,2024-06-19
8961,Gabriel Gomes,ND,1977-12-02,Fortaleza,SC,2022-06-10
8962,Daniel Costa,F,1973-05-19,Cuiabá,MT,2023-10-19
8963,Beatriz Santos,F,1982-10-09,São Luís,PB,2023-06-16
8964,Patrícia Lima,M,1965-09-21,Natal,PB,2019-11-08
8965,Ana Oliveira,ND,1970-02-22,Manaus,AP,2023-12-10
8966,Caio Costa,F,1994-12-16,Goiânia,PA,2023-09-07
8967,Lucas Cardoso,ND,1981-03-02,Palmas,ES,2020-05-28
8968,Lucas Costa,ND,1976-09-28,Porto Velho,RO,2020-02-24
8969,Caio Cardoso,ND,1964-05-19,Campo Grande,DF,2024-07-22
8970,João Ribeiro,M,1974-03-01,Fortaleza,DF,2022-12-12
8971,João Lima,ND,1995-12-24,São Paulo,RO,2024-02-29
8972,Paula Santos,F,1994-08-26,Rio de Janeiro,RO,2022-06-18
8973,Caio Carvalho,F,1973-11-18,São Paulo,SP,2019-10-19
8974,Juliana Almeida,M,1978-07-10,Curitiba,RS,2024-04-12
8975,Luiza Carvalho,ND,1970-09-26,Porto Velho,RS,2021-01-21
8976,Luiz Rocha,F,1989-04-06,Palmas,PA,2020-06-04
8977,Carla Santos,F,1987-11-02,Porto Velho,DF,2020-10-27
8978,João Souza,F,1997-02-01,Porto Velho,GO,2024-12-18
8979,Maria Pereira,F,1968-12-30,Cuiabá,RO,2022-06-15
8980,Daniel Rodrigues,ND,1979-03-12,Belém,BA,2022-06-14
8981,Akira Cardoso,ND,1967-02-18,São Paulo,PR,2021-01-27
8982,Akira Santos,F,1961-07-14,Campo Grande,SP,2022-04-13
8983,Sofia Dias,F,1958-10-07,Florianópolis,PA,2023-03-21
8984,João Ferreira,ND,1960-07-14,Porto Alegre,RR,2022-02-15
8985,Rafael Lima,F,1959-03-24,Campo Grande,AL,2024-01-23
